cat_name,desc,price
Non-edible Grocery,CEREAL CHEERIOS HONEY NUT,4.99
Non-edible Grocery,CEREAL LUCKY CHARMS,4.99
Foodservice Prepared On-site,PLU BAKERY MULTI-PAK,4.99
Foodservice Prepared On-site,PLU PIZZA 4.99,4.99
Health & Beauty Care,PAIN ADVIL CAPLETS 24 CT,4.89
Health & Beauty Care,PAIN ADVIL TABLETS 24 CT,4.89
Health & Beauty Care,PAIN MOTRIN IBUPROFEN,4.89
Health & Beauty Care,PAIN ORUDIS KT CAPLETS,4.89
Health & Beauty Care,HBA DRAMAMINE TABLETS 12CT,4.89
Health & Beauty Care,HBA DRAMAMINE TABLETS 12CT,4.89
General Merchandise,FILM KODAK FILM 110/400,4.79
Health & Beauty Care,SINUS ACTIFED NASAL DECONG TABLETS 12 CT,4.79
Frozen Foods,FROZEN STOUF LASAGNE SP/21OZ,4.79
General Merchandise,BATTERY COMPACT LIGHT W/BATTERIES,4.69
Health & Beauty Care,MOUTH CEPACOL THROAT SPRAY,4.69
Health & Beauty Care,PAIN NUPRIN TABLETS 24 CT,4.69
Health & Beauty Care,ACID PEPCID AC TABLETS 6CT,4.69
Health & Beauty Care,LOZ CEPACOL LOZ CHERRY,4.69
Health & Beauty Care,SINUS VICKS INHALERS,4.59
Non-edible Grocery,COFFEE RICH COAST CAPPUCCINO,4.59
Salty Snacks,14.00 OZ LAYS BAKED REGULAR,4.49
General Merchandise,GEN STEEL KEY PADLOCK,4.49
Health & Beauty Care,MOUTH FIXODENT DENTURE ADHESIVE,4.49
Packaged Sandwiches/Deli Products,DAIRY KUNZLER ROAST BEEF SP 12 OZ,4.49
General Merchandise,SHOE LEATHER LACE TAN 104,4.39
General Merchandise,BATTERY DURACELL ALK BATTERY 2PK C,4.39
General Merchandise,BATTERY DURACELL ALK BATTERY 2 PK D,4.39
General Merchandise,BATTERY DURACELL ALK BATTERY 1PK 9V,4.39
Health & Beauty Care,CHILD TYLENOL CHILD CHEWABLE 30 CT,4.39
Frozen Foods,FROZEN STOUF STUF GRN PEPPER SP/15.5OZ,4.39
Non-edible Grocery,BABY ISOMIL 13OZ,4.39
Non-edible Grocery,CEREAL GM TRIX 12OZ,4.39
Non-edible Grocery,COFFEE TASTER CHOICE DECAF,4.39
Non-edible Grocery,DOG (DISC) DADS CHUNX 5LB,4.39
General Merchandise,TAPE VR 90 UNIVERSAL AUDIO TAPE 2 PK,4.29
General Merchandise,TAPE FUJI UNIVERSAL AUDIO TAPE 2PK,4.29
Health & Beauty Care,PAIN TYLENOL EX ST CAPLETS 24 CT,4.29
Health & Beauty Care,EYE VISINE EYE DROPS .50OZ,4.29
Health & Beauty Care,SHAVE EDGE REG SHAVE BOMB 7 OZ,4.29
Health & Beauty Care,SHAVE TREET SINGLE EDGE BLADES 10 CT,4.29
Non-edible Grocery,COFFEE MAX HOUSE REG,4.29
Non-edible Grocery,DOG GRAVY TRAIN 4LB,4.29
General Merchandise,BATTERY EVEREADY ALK BATTERY 2 PK D,4.19
General Merchandise,BATTERY EVEREADY ALK BATTERY 1 PK 9 V,4.19
Frozen Foods,FROZEN TABLE TREAT STEAK-UMM SP,4.19
Non-edible Grocery,BABY SIMILAC PLAIN 13OZ,4.19
Non-edible Grocery,COFFEE TASTER CHOICE FREEZE DRY,4.19
Non-edible Grocery,DOG DADS CHUNX 4LB,4.19
Packaged Ice Cream/Novelties,HGAL JJ IC HIP HOP SCOTCH,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC AFTER DINNER MINT,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC CHERRY CHO CHUNK,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC CAPPUCINO CHIP,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC VANILLA BEAN,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC VAN/CHOC/STRAW,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC BUTTER PECAN,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC CLASSIC CHOCOLATE,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC FUDGE SUNDAE,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC BANANA SPLIT,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC COOKIES & CREAM,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC CHOCOLATE ECLAIR,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC ICE CREAM SANDWICH,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC NUT CONE,3.99
Packaged Ice Cream/Novelties,HGAL JJ IC STRAWBERRY SHORTCAKE,3.99
Salty Snacks,13.50OZ HERLOCHERS MUSTARD,3.99
Automotive Products,AUTO PLASTIC GAS CAN 1 GAL,3.99
Automotive Products,AUTO TURTLE ZIP WAX 12 OZ,3.99
General Merchandise,GEN SEWING KIT LARGE,3.99
General Merchandise,BATTERY EVEREADY ALK BATTERY 2 PK C,3.99
General Merchandise,ELECT CONTEMPORY NIGHT LIGHT,3.99
General Merchandise,GEN COMBINATION LOCK,3.99
General Merchandise,GEN SWING AWAY JR CAN OPENER,3.99
General Merchandise,SUN SUNGLASS SPORT CORD    #90005,3.99
General Merchandise,SUN SUNGLASS ELASTIC CORD  #90010,3.99
Other Tobacco,CIGAR SP GARCIA VEGA ENGLISH,3.99
Health & Beauty Care,PAIN BAYER ASPIRIN 24 CT,3.99
Health & Beauty Care,ACID MAALOX LIQUID 5 OZ,3.99
Health & Beauty Care,ACID MYLANTA LIQUID 5 OZ,3.99
Health & Beauty Care,SINUS SWAN NO ASPIRIN SINUS ALLERGY 24CT,3.99
Health & Beauty Care,COLD VICKS VAPORUB 1.5 OZ,3.99
Health & Beauty Care,LOZ CHLORASEPTIC LOZ CHERRY 18 CT,3.99
Health & Beauty Care,FEM PLATEX DEOD SUP PORTABLE 12 CT,3.99
Non-edible Grocery,CHARCOAL EMBERS CHARCOAL BRIQUETS,3.99
Non-edible Grocery,SOAP CHEER ULTRA 2 22OZ,3.99
Non-edible Grocery,SOAP TIDE ULTRA 2 22OZ,3.99
Non-edible Grocery,SOAP SURF ULTRA 10OZ,3.99
Non-edible Grocery,BAKE MCCORM SALAD SUPREME MP 2.62OZ,3.99
Non-edible Grocery,CEREAL KELLOGS FUN PACK,3.99
Non-edible Grocery,CEREAL CHEERIOS,3.99
Non-edible Grocery,CEREAL KELL APPLE JACK,3.99
Non-edible Grocery,CEREAL KELL CORN POP,3.99
Non-edible Grocery,CEREAL KELL FRUIT LOOPS 11OZ,3.99
Non-edible Grocery,CEREAL KELL FROSTED FLAKES 15OZ,3.99
Non-edible Grocery,COFFEE LIPTON TEA POWDER 32OZ,3.99
Non-edible Grocery,DAIRY KR CR BARREL X-SHRP SP 10 OZ,3.99
Non-edible Grocery,DAIRY KR NY SHARP CHUNK SP 12 OZ,3.99
Packaged Sandwiches/Deli Products,DAIRY KUNZLER TURKEY BREAST SP 12 OZ,3.99
Packaged Sweet Snacks,NAB FP OREOS,3.99
Packaged Bread,16.00OZ VAN SHORTBREAD HOL TUB,3.99
Health & Beauty Care,PAIN EXCEDRIN EX STRENGTH 24 CT,3.89
Health & Beauty Care,ACID TUMS 4 FLAVOR JAR 75 CT,3.89
Health & Beauty Care,HAIR PERT SHAMPOO NORMAL 7 OZ,3.89
Non-edible Grocery,PAPER HEFTY LAWN & LEAF BAG 10CT,3.89
Non-edible Grocery,CEREAL KELL RAISIN BRAN 15OZ,3.89
Non-edible Grocery,PREP HORMEL SPAM 12OZ,3.89
Packaged Ice Cream/Novelties,NOVL MP 12PK FUDGE STIX,3.79
Packaged Beverages,12PK COKE CLASSIC,3.79
Packaged Beverages,12PK COKE CLASSIC CF,3.79
Packaged Beverages,12PK COKE DIET,3.79
Packaged Beverages,12PK COKE DIET CF,3.79
Packaged Beverages,12PK COKE CHERRY,3.79
Packaged Beverages,12PK SUNKIST ORANGE,3.79
Packaged Beverages,12PK MELLO YELLO,3.79
Packaged Beverages,12PK SQUIRT,3.79
Packaged Beverages,12PK SQUIRT DIET,3.79
Packaged Beverages,12PK SQUIRT RUBY RED,3.79
Packaged Beverages,12PK CD ALE,3.79
Packaged Beverages,12PK SPRITE,3.79
Packaged Beverages,12PK SPRITE DIET,3.79
Packaged Beverages,12PK MR. PIBB,3.79
Packaged Beverages,12PK NESTEA COOL,3.79
Packaged Beverages,12PK NESTEA COOL DIET,3.79
Packaged Beverages,12PK WELCHS GRAPE,3.79
Packaged Beverages,12PK SURGE,3.79
Packaged Beverages,12PK CAN BARQS ROOTBEER,3.79
Automotive Products,AUTO BELT EASE SPRAY 5.5 OZ,3.79
Automotive Products,AUTO TURTLE BUG & TAR REMOVER 12OZ,3.79
Health & Beauty Care,PAIN SWAN X-STRENGTH GEL CAPS,3.79
Health & Beauty Care,ACID ALKA SELTZER ORIGINAL 12CT,3.79
Non-edible Grocery,SOAP (DISC) TIDE LIQ ULTRA 25OZ,3.79
Non-edible Grocery,BAKE BERTILLI OLIVE OIL,3.79
Non-edible Grocery,BAKE MCCORM FOOD COLOR,3.79
Non-edible Grocery,DAIRY LOL BUTTER SP,3.79
Packaged Sweet Snacks,NAB FP OREOS DOUBLE STUFF,3.79
Packaged Sweet Snacks,NAB FP RITZ CRACKERS,3.79
Packaged Beverages,PLU COKE  12PK,3.79
Packaged Ice Cream/Novelties,PT   B&J IC MINT CHOC COOKIE,3.69
Packaged Ice Cream/Novelties,PT   B&J IC COOL BRITIANIA,3.69
Packaged Ice Cream/Novelties,PT   B&J IC HEATH BAR CRUNCH,3.69
Packaged Ice Cream/Novelties,PT   B&J IC COFFEE HEATH BAR CRUNCH,3.69
Packaged Ice Cream/Novelties,PT   B&J IC NY SUPER FUDGE CHUNK,3.69
Packaged Ice Cream/Novelties,PT   B&J IC CHERRY GARCIA,3.69
Packaged Ice Cream/Novelties,PT   B&J IC CHUNKY MONKEY,3.69
Packaged Ice Cream/Novelties,PT   B&J IC CHUBBY HUBBY,3.69
Packaged Ice Cream/Novelties,PT   B&J IC CHOC CHIP COOKY DOUGH,3.69
Packaged Ice Cream/Novelties,PT   B&J IC CHOC FUDGE BROWNIE,3.69
Packaged Ice Cream/Novelties,PT   B&J IC WAVY GRAVY,3.69
Packaged Ice Cream/Novelties,PT   B&J ICE CREAM PHISH FOOD,3.69
Packaged Ice Cream/Novelties,PT   B&J IC PEANUT BUTTER CUP,3.69
Packaged Ice Cream/Novelties,PT   B&J IC BUTTER PECAN,3.69
Packaged Ice Cream/Novelties,PT   B&J IC VANILLA CARMEL FUDGE,3.69
Packaged Ice Cream/Novelties,PT   B&J IC SMORES,3.69
Packaged Ice Cream/Novelties,PT   B&J IC DIBERTS WORLD,3.69
Packaged Ice Cream/Novelties,PT   B&J IC COCONUT CREAM PIE,3.69
Packaged Ice Cream/Novelties,PT   B&J IC BLACKBERRY COBBLER,3.69
Packaged Ice Cream/Novelties,PT   B&J YOGURT CHOC CHIP COOKIE DOUGH,3.69
Packaged Ice Cream/Novelties,PT   B&J YOGURT CHERRY GARCIA,3.69
Packaged Ice Cream/Novelties,PT   B&J YOGURT CHOC FUDGE BROWNIE,3.69
Packaged Ice Cream/Novelties,PT   B&J SORBET DOONESBERRY,3.69
Packaged Ice Cream/Novelties,PT   B&J SORBET STRAWBERRY KIWI,3.69
Frozen Foods,ITALIAN PASTRY PEPPERONI        15.70 OZ,3.69
Frozen Foods,ITALIAN PASTRY CHEESE           15.10 OZ,3.69
Frozen Foods,ITALIAN PASTRY SUPREME          17.20 OZ,3.69
Frozen Foods,ITALIAN PASTRY SAUS & PEPPERONI 16.50 OZ,3.69
General Merchandise,ELECT EXTENSION CORD 9FT BROWN,3.69
General Merchandise,TAPE 3M ELECTRICAL TAPE 3/4 IN,3.69
Health & Beauty Care,DEOD ICE SPORT,3.69
Health & Beauty Care,CREAM VASELINE INTENSIVE CARE HERBAL 6OZ,3.69
Non-edible Grocery,SOAP DOW OVEN CLEANER 16OZ,3.69
Non-edible Grocery,PAPER FOAM PLATES 50CT,3.69
Non-edible Grocery,CEREAL POST HONEYCOMB,3.69
Non-edible Grocery,CEREAL RICE KRISPIES,3.69
Non-edible Grocery,DAIRY PILLSBURY CHOC CHIP COOKIE SP 20 O,3.69
Packaged Sandwiches/Deli Products,DAIRY KUNZLER SWT LEB BOLOGNA SP 12 OZ,3.69
Packaged Sandwiches/Deli Products,DAIRY KUNZLER LEB BOLOGNA SP 12 OZ,3.69
Salty Snacks,18.00OZ POTATO CHIPS TUB REGULAR,3.59
Salty Snacks,18.00OZ POTATO CHIPS BBQ TUB,3.59
General Merchandise,GEN WD-40 8OZ,3.59
General Merchandise,TAPE POLAROID VHS TAPE,3.59
Other Tobacco,TOB  PIPE SP BORKUM RIFF BOURBON,3.59
Other Tobacco,TOB  PIPE SP CAPTAIN BLACK REGULAR,3.59
Health & Beauty Care,PAIN SWAN NO-AS XS NITE CAP 50CT,3.59
Health & Beauty Care,DEOD RIGHT GUARD DOED BRONZE 3OZ,3.59
Frozen Foods,FROZEN PEP FARM COCONUT CAKE SP,3.59
Frozen Foods,FROZEN PEP FARM GOLDEN CAKE SP,3.59
Non-edible Grocery,PAPER HEFTY FOAM BOWL 50CT,3.59
Non-edible Grocery,COFFEE FOLGERS ADC 13OZ,3.59
Non-edible Grocery,DAIRY HORMEL BLACK LABEL BACON,3.59
Non-edible Grocery,DAIRY HORMEL BLACK LABEL BACON,3.59
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC VANILLA,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC CHOCOLATE,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC BUTTER PECAN,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC COFFEE,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC VANILLA SWISS ALMOND,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC STRAWBERRY,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC VANILLA FUDGE,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC COOKIE N CREAM,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC CHOC CHOC CHIP,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC CHOC CHIP,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ CHERRY VANILLA,3.49
Packaged Ice Cream/Novelties,PT   HAAGEN DAZ IC ORANGE VANILLA,3.49
Packaged Ice Cream/Novelties,NOVL MP  6PK NUT CONE,3.49
Frozen Foods,RED BARON DEEP DISH SNGL PEPP   12.00 OZ,3.49
Frozen Foods,RED BARON DEEP DISH SNGLE SUPRM 12.00 OZ,3.49
Salty Snacks,13.50 OZ TOSTITOS BAKED,3.49
Salty Snacks,13.50 OZ TOSTITOS BAKED BITE SIZE,3.49
Salty Snacks,13.50 OZ TOSTITOS BAKED BITE S&CHEESE,3.49
Packaged Beverages,12PK CAN SLICE ORANGE DIET,3.49
Packaged Beverages,12PK CAN JOSTA,3.49
Packaged Beverages,12PK CAN SCHWEPPES,3.49
Packaged Beverages,12PK CAN PEPSI,3.49
Packaged Beverages,12PK CAN PEPSI DIET,3.49
Packaged Beverages,12PK CAN PEPSI CF,3.49
Packaged Beverages,12PK CAN PEPSI CF DIET,3.49
Packaged Beverages,12PK CAN PEPSI CHERRY,3.49
Packaged Beverages,12PK CAN MT DEW,3.49
Packaged Beverages,12PK CAN MT DEW DIET,3.49
Packaged Beverages,12PK CAN HAWAIIAN PUNCH,3.49
Packaged Beverages,12PK CAN LIPTON BRISK SWEET W/LEMON,3.49
Packaged Beverages,12PK CAN MUG ROOTBEER,3.49
Packaged Beverages,12PK CAN MUG ROOT BEER DIET,3.49
Packaged Beverages,12PK CAN MUG CREAM,3.49
Packaged Beverages,12PK CAN SLICE LEMON LIME,3.49
Packaged Beverages,12PK CAN SLICE LEMON LIME DIET,3.49
Packaged Beverages,12PK CAN SLICE ORANGE,3.49
Packaged Beverages,12PK CAN 7UP,3.49
Packaged Beverages,12PK CAN 7UP DIET,3.49
Packaged Beverages,12PK CAN DR PEPPER,3.49
Packaged Beverages,12PK CAN DR PEPPER DIET,3.49
Automotive Products,AUTO LOCK EASE SPOUT 3.4 OZ,3.49
General Merchandise,HAIR BLOW STYLING BRUSH W/VENTS,3.49
General Merchandise,TAPE 3M DUCT TAPE CLOTH BULK,3.49
Other Tobacco,CIGAR SP A&C GRENADIER DARK,3.49
Other Tobacco,CIGAR SP A&C GRENADIER LITE,3.49
Other Tobacco,CIGAR SP BACKWOODS,3.49
Health & Beauty Care,ACID MAALOX PLUS TABLETS 3 PAK,3.49
Health & Beauty Care,F AID BACTINE LIQUID 2 OZ,3.49
Health & Beauty Care,COLD SWANNITE TIME LIQUID 6OZ,3.49
Health & Beauty Care,COLD SWAN NITE TIME LIQUID CHERRY 6OZ,3.49
Non-edible Grocery,SOAP CASCADE 35OZ,3.49
Non-edible Grocery,BAKE DOMINO SUGAR 5LB,3.49
Non-edible Grocery,GLASS A1 SAUCE 5OZ,3.49
Packaged Sweet Snacks,NAB FP CHIPS AHOY,3.49
Packaged Sweet Snacks,NAB FP TRISCUIT,3.49
Packaged Sweet Snacks,NAB FP WHEAT THINS,3.49
Packaged Sweet Snacks,NAB FP BETTER CHEDDARS,3.49
Packaged Sweet Snacks,NAB FP CHICKEN IN A BISKET,3.49
Packaged Sweet Snacks,NAB FP AIR CRISP CHEESE NIPS,3.49
Packaged Beverages,PLU PEPSI 12PK,3.49
Packaged Beverages,PLU SODA OTHER 12PK,3.49
Cigarettes,PB B&W BELAIR KING,3.39
Cigarettes,PB B&W BELAIR 100,3.39
Cigarettes,PB B&W CAPRI SUPER SLIM 120,3.39
Cigarettes,PB B&W CAPRI SUPER SLIM MEN 120,3.39
Cigarettes,PB B&W CAPRI SLIM 100 BOX,3.39
Cigarettes,PB B&W CAPRI SLIM MEN 100 BOX,3.39
Cigarettes,PB B&W CAPRI UL 100,3.39
Cigarettes,PB B&W CAPRI UL MEN 100,3.39
Cigarettes,PB B&W CARLTON KING,3.39
Cigarettes,PB B&W CARLTON 100,3.39
Cigarettes,PB B&W CARLTON MEN KING,3.39
Cigarettes,PB B&W CARLTON MEN 100,3.39
Cigarettes,PB L&M CHESTERFIELD NON-FILTER KING,3.39
Cigarettes,PB LOR KENT KING,3.39
Cigarettes,PB LOR KENT 100,3.39
Cigarettes,PB LOR KENT GLT KING,3.39
Cigarettes,PB LOR KENT GLT 100,3.39
Cigarettes,PB LOR KENT SLIM LT100 BOX,3.39
Cigarettes,PB LOR KENT III UL KING,3.39
Cigarettes,PB LOR KENT III UL 100,3.39
Cigarettes,PB L&M L & M KING,3.39
Cigarettes,PB B&W LUCKIES REGULAR,3.39
Cigarettes,PB RJR MORE 120,3.39
Cigarettes,PB RJR MORE MEN 120,3.39
Cigarettes,PB RJR NOW KING,3.39
Cigarettes,PB RJR NOW 100,3.39
Cigarettes,PB RJR NOW MEN KING,3.39
Cigarettes,PB RJR NOW MEN 100,3.39
Cigarettes,PB B&W PALL MALL NON-FILTER KING,3.39
Cigarettes,PB B&W PALL MALL FILTER 100,3.39
Cigarettes,PB PM  PLAYERS NAVY CUT KING,3.39
Cigarettes,PB PM  PLAYERS NAVY CUT LT KING,3.39
Cigarettes,PB B&W RALEIGH KING,3.39
Cigarettes,PB B&W TAREYTON KING,3.39
Cigarettes,PB B&W TAREYTON 100,3.39
Cigarettes,PB LOR TRUE KING,3.39
Cigarettes,PB LOR TRUE 100,3.39
Cigarettes,PB LOR TRUE MEN KING,3.39
Cigarettes,PB LOR TRUE MEN 100,3.39
Cigarettes,PB RJR VANTAGE KING,3.39
Cigarettes,PB RJR VANTAGE 100,3.39
Cigarettes,PB RJR VANTAGE UL KING,3.39
Cigarettes,PB RJR VANTAGE UL KING BOX,3.39
Cigarettes,PB RJR VANTAGE UL 100 BOX,3.39
Cigarettes,PB PM  MERIT KING,3.39
Cigarettes,PB PM  MERIT KING BOX,3.39
Cigarettes,PB PM  MERIT 100,3.39
Cigarettes,PB PM  MERIT MEN KING,3.39
Cigarettes,PB PM  MERIT ULTIMA KING,3.39
Cigarettes,PB PM  MERIT ULTIMA 100,3.39
Cigarettes,PB PM  MERIT UL KING,3.39
Cigarettes,PB PM  MERIT UL 100,3.39
Cigarettes,PB PM  MERIT UL MEN,3.39
Cigarettes,PB PM  MERIT UL KING BOX,3.39
Cigarettes,PB PM  MERIT UL 100 BOX,3.39
Cigarettes,PB PM  B&H,3.39
Cigarettes,PB PM  B&H MENTHOL,3.39
Cigarettes,PB PM  B&H LIGHT,3.39
Cigarettes,PB PM  B&H MENTHOL LIGHT,3.39
Cigarettes,PB PM  B&H DLX UL BOX,3.39
Cigarettes,PB PM  B&H DLX UL MEN BOX,3.39
Cigarettes,PB PM  PARLIAMENT LT KING,3.39
Cigarettes,PB PM  PARLIAMENT LT 100,3.39
Cigarettes,PB PM  PARLIAMENT LT MEN KING BOX,3.39
Cigarettes,PB PM  PARLIAMENT LT MEN 100 BOX,3.39
Cigarettes,PB PM  PARLIAMENT LT KING BOX,3.39
Cigarettes,PB PM  PARLIAMENT LT 100 BOX,3.39
Cigarettes,PB RJR KAMEL RED ORIGINAL KING,3.39
Cigarettes,PB RJR KAMEL LT KING,3.39
Other Tobacco,SNUFF CAN COPENHAGEN,3.39
Other Tobacco,SNUFF CAN HAWKEN WINTERGREEN,3.39
Other Tobacco,SNUFF CAN KODIAK WINTERGREEN,3.39
Other Tobacco,SNUFF CAN SKOAL BANDIT MINT,3.39
Other Tobacco,SNUFF CAN SKOAL BANDIT WINTERGREEN,3.39
Other Tobacco,SNUFF CAN SKOAL LONG CUT STRAIGHT,3.39
Other Tobacco,SNUFF CAN SKOAL LONG CUT CHERRY,3.39
Other Tobacco,SNUFF CAN SKOAL LONG CUT CLASSIC,3.39
Other Tobacco,SNUFF CAN SKOAL LONG CUT MINT,3.39
Other Tobacco,SNUFF CAN SKOAL LONG CUT SPEARMINT,3.39
Other Tobacco,SNUFF CAN SKOAL LONG CUT WINTERGREEN,3.39
Other Tobacco,SNUFF CAN SKOAL ORIGINAL,3.39
Other Tobacco,SNUFF CAN KODIAK ICE,3.39
Other Tobacco,SNUFF CAN COPENHAGEN LONG CUT,3.39
Salty Snacks,10.00 OZ LAYS BAKED REGULAR,3.39
Salty Snacks,10.00 OZ LAYS BAKED BBQ,3.39
Salty Snacks,10.00 OZ LAYS BAKED SC & ONION,3.39
General Merchandise,GEN 3 IN 1 HOUSEHOLD OIL 3 OZ,3.39
Health & Beauty Care,HBA VIVARIN TABLETS 18 CT,3.39
Health & Beauty Care,ACID ZANTAC 75 4CT,3.39
Health & Beauty Care,EYE B L SENS EYE SALINE SOL 8 OZ,3.39
Health & Beauty Care,DEOD MENNEN SPEED STICK REG 2.25OZ,3.39
Health & Beauty Care,DEOD MENNEN SPEED STICK REG 2.25OZ,3.39
Health & Beauty Care,DEOD BRUT DEODORANT    .5OZ,3.39
Non-edible Grocery,SOAP LYSOL SPRAY 6OZ,3.39
Non-edible Grocery,PREP KR VELVEETA SHELLS,3.39
Packaged Beverages,JUICE 64OZ TROPICANA OJ,3.39
Cigarettes,PLU CIG PREMIUM PACK,3.39
Packaged Ice Cream/Novelties,HGAL ROLLING MEADOWS IC VANILLA,3.29
Packaged Ice Cream/Novelties,HGAL ROLLIND MEADOWS IC CHOCOLATE,3.29
Packaged Ice Cream/Novelties,HGAL ROLLING MEADOWS IC COOKIES N CREAM,3.29
Packaged Ice Cream/Novelties,HGAL ROLLING MEADOWS IC NEAPOLITAN,3.29
Packaged Ice Cream/Novelties,HGAL ROLLING MEADOWS IC ORANGE/VANILLA,3.29
Packaged Beverages,12PK CAN PEPSI ONE,3.29
Packaged Beverages,12PK CAN LIPTON BRISK SWEET NO LEMON,3.29
Health & Beauty Care,PAIN SWAN IBUPROFEN CAPLET YELLOW 50CT,3.29
Health & Beauty Care,PAIN SWAN IBUPROFEN TABLETS BLUE 50CT,3.29
Frozen Foods,FROZEN ORE IDA FRENCH FRY SP/2LB,3.29
Non-edible Grocery,LOG FIRELOGS RAINBOW 3HR,3.29
Non-edible Grocery,GLASS VLASIC SWEET PICKLE,3.29
Packaged Sweet Snacks,KBLR FP DELUXE GRAHAM,3.29
Packaged Sweet Snacks,KBLR FP FUDGE STRIPES,3.29
Packaged Ice Cream/Novelties,QT   EDY'S IC VANILLA BEAN,3.19
Packaged Ice Cream/Novelties,QT   EDY'S IC MINT CHOCOLATE CHIP,3.19
Packaged Ice Cream/Novelties,QT   EDY'S IC BUTTER PECAN,3.19
Packaged Ice Cream/Novelties,QT   EDY'S IC COOKIES N CREME,3.19
Salty Snacks,13.00 OZ RUFFLES LITE REGULAR,3.19
Salty Snacks,16.00 OZ FRITOS REGULAR,3.19
Salty Snacks,16.00 OZ FRITOS SCOOP,3.19
Salty Snacks,14.50 OZ DORITOS COOL RANCH,3.19
Salty Snacks,14.50 OZ DORITOS TACO,3.19
Salty Snacks,14.50 OZ DORITOS NACHO,3.19
Salty Snacks,14.50 OZ DORITOS SPICY NACHO,3.19
Salty Snacks,13.00 OZ CHEETOS CHECKERS,3.19
General Merchandise,GEN BRAIDED CLOTHESLINE 50 FT,3.19
Health & Beauty Care,ACID PEPTO BISMOL 4 OZ,3.19
Health & Beauty Care,CONDOM SHEIK CONDOMS SUPER THIN RIB 3PK,3.19
Health & Beauty Care,CONDOM SHEIK CONDOMS SUPER THIN W/N-9 3P,3.19
Frozen Foods,FROZEN MRS PAULS FISH STICKS SP,3.19
Non-edible Grocery,SOAP DOW BATHROOM CLEANER 17OZ,3.19
Non-edible Grocery,SOAP LIQUID PLUMBER 32OZ,3.19
Non-edible Grocery,BAKE LOG CABIN SYRUP,3.19
Non-edible Grocery,GLASS HEINZ 57 STEAK SAUCE,3.19
Packaged Sandwiches/Deli Products,DAIRY KR SWISS SLICES SP 8OZ,3.19
Packaged Sweet Snacks,NAB FP WHEAT THINS LS,3.19
Packaged Sweet Snacks,NAB FP AIR CRISP PRETZEL,3.19
Cigarettes,PB RJR SALEM SIP KING,3.09
Cigarettes,PB RJR SALEM SIP 100,3.09
Cigarettes,PB RJR SALEM SIP LT KING,3.09
Cigarettes,PB RJR SALEM SIP LT 100,3.09
Cigarettes,PB RJR CAMEL REGULAR,3.09
Cigarettes,PB B&W KOOL SIP/.30 KING,3.09
Cigarettes,PB B&W KOOL SIP/.30 100,3.09
Cigarettes,PB B&W KOOL SIP/.30 KING BOX,3.09
Cigarettes,PB B&W KOOL SIP/.30 100 BOX,3.09
Cigarettes,PB B&W KOOL SIP/.30 MILD KING,3.09
Cigarettes,PB B&W KOOL SIP/.30 MILD 100,3.09
Cigarettes,PB B&W KOOL SIP/.30 MILD KING BOX,3.09
Cigarettes,PB B&W KOOL SIP/.30 MILD 100 BOX,3.09
Cigarettes,PG PM  ALPINE MEN KING,3.09
Cigarettes,PG PM  ALPINE MEN 100,3.09
Cigarettes,PG PM  ALPINE LT MEN KING,3.09
Cigarettes,PG PM  ALPINE LT MEN 100,3.09
Cigarettes,PG LOR OLD GOLD KING,3.09
Cigarettes,PG LOR OLD GOLD KING BOX,3.09
Cigarettes,PG LOR OLD GOLD 100,3.09
Cigarettes,PG LOR OLD GOLD LT KING,3.09
Cigarettes,PG LOR OLD GOLD LT KING BOX,3.09
Cigarettes,PG B&W VICEROY KING,3.09
Cigarettes,PG B&W VICEROY LT KING,3.09
Cigarettes,PG PM  CAMBRIDGE KING,3.09
Cigarettes,PG PM  CAMBRIDGE 100,3.09
Cigarettes,PG PM  CAMBRIDGE LT KING,3.09
Cigarettes,PG PM  CAMBRIDGE LT 100,3.09
